Unnamed: 0,content,label
1130,Colorado State is the First University in the World to Earn 4 Platinum #Sustainability Ratings from STARS youtu.be/U5czG3y0oPU via @YouTube @ColoStateNews,Neutral
1131,"Most #climate-vulnerable countries are extremely #debt-ridden, and on the brink of default. 

Hon. Mohamed Nasheed on #climatechange, #climatesecurity, #China, #DebtTraps at the #KigaliGlobalDialogue. 

#ToKigali #KGD2022

@ORF_CNED #COP27

youtu.be/CDQl5gZNJxI",Positive
1132,"What is the true cause of global warming?
Telepathy said something surprising.
There is a truth that only I, who can use telepathy, can understand.

#science #GlobalWarming #ClimateEmergency #climatecrisis #climatechange #ClimateActionNow  #FightFor1Point5
kokushoku.com/telepathy-info…",Neutral
1133,♻️ Going Green Tip of the Day: Discover the benefits of sustainability for your small business with our Going Green and Going Smart Program. 💡 Join now for a free online certificate. #greenbizaz #goinggreen #sustainability #smallbusiness bit.ly/3DefvOh https://t.co/UXE8Fn9e47,Negative
1134,"Researchers examine the influence of disinfection by-products on the distribution of antibiotic resistance genes &amp; mobile genetic elements (biofilms &amp; water) of drinking water distribution systems.
#water #microbiology #environment #science #publichealth
eeer.org/journal/view.p…",Neutral
1135,"This French start-up mixes wind and solar energy in a single unit
by @wef

#AI #ArtificialIntelligence #CleanEnergy #Sustainability #SmartCities

cc: @ronald_vanloon @pbalakrishnarao @chr1sa https://t.co/Uqjc4uCEx8",Positive
1136,I like it quiet. All parts and processes need to be sustainable and ethical. #news #viral #future #cars #invest #Sustainability #ethical #business https://t.co/2fxs9Mea73,Positive
1137,Stand together against injustice https://t.co/EL0UogJNT9 #newmusic #musicvideo #viralvideo #protest #ToriesMustGo  #viralvideo #ClimateChange,Positive
1138,"Indonesian, Philippine water experts push for more sustainable ... - asianews.network dlvr.it/ShhczR #ClimateChange",Positive
1139,"Check out this cool (no pun intended) piece on heat mitigation/adaptation in LA, written by @kategammon! @guardian 
Ft. @SchlannahHaerth and myself.

#climatechange #urbanheat",Neutral
1140,"11/Now, you might be wondering, where are the deadly effects of #climatechange? Well, I ask myself the same question because this land is thriving. There is a constant cycle of life, death, and new life again. Our existence is just a small blip in time. https://t.co/faY7Qr3BAL",Positive
1141,"1/ Fresh snow always gets me motivated to go hiking, and I had a few free hours, so I decided to zip out to my old stomping grounds. I used to spend much of my free time exploring here, but don't go often now. This is a photo thread of the devastating effects of #ClimateChange. https://t.co/nSfJ6BadFx",Negative
1142,"Reducing steel corrosion is vital to combating climate change: Study

bocvip.com/300436/reducin…

#Environment https://t.co/E8HgLj3lU2",Positive
1143,"As investors start giving more importance to #ESG, they look for companies with environment-friendly operations. #environment #social #governance @MaityKuldip https://t.co/5wU1DX72yd",Negative
1144,"Sustainability Programs Helping to Optimize Energy Consumption, Business Travel, and Customer Transaction Costs. Link &gt; gtnr.it/3AeFVxW @Gartner_inc rt @lindagrass0 #Sustainability https://t.co/eYZLqEIOLD",Positive
1145,"Agriculture needs to be redesigned if we are to tackle #climatechange and reduce biodiversity loss. While changing to a more plant-based diet and reducing food waste is fine, farming will have to change too. READ MORE:
bit.ly/3WPaSBa",Positive
1146,Indigenous People and Climate Change: Some Upcoming Events - Daily Kos dlvr.it/ShhcTZ #ClimateChange,Neutral
1147,This just makes my heart happy. #Sustainability,Positive
1148,"100,000 Chickens died.  #animalrights #farms #environment #regulations 
nbcconnecticut.com/news/local/app…",Positive
1149,"#cc #climatechange RT @UNEP: 55% of the world’s population resides in urban areas.

Restoring urban ecosystems requires awareness and commitment… twitter.com/i/web/status/1…",Neutral
1150,Use another example of the Doug Ford government’s disregard for the environment. What a mess this will be. Shameful. #onpoli #onted #environment #DougFordFailedOntario,Positive
1151,@DivesTech Is the #EV green tidal wave still on its way?  #sustainability #electricvehicles,Positive
1152,"Sustainability, #climate and equity initiatives are more than buzzwords. As stakeholders become savvier at spotting greenwashing, companies are moving from commitment to action in their #sustainability strategy. #ESG deloi.tt/3YcoTd8",Neutral
1153,"Is Our Current Economic Model, Based On Infinite Growth And Debt, Inherently Flawed And Will It Eventually Collapse? methodeva.com/blog/2017/09/i… #renewal #sustainability #positivity #economicgrowth",Negative
1154,"@RepArmstrongND Said the oily shill for petroleum &amp; coal interests. Ignorance in action. No conscience. Stumbling through the talking points given to him by dark money. CO2 increase means nothing to them. #ClimateChange is real, but they can't see beyond their purse. opensecrets.org/members-of-con…",Positive
1155,"Earth on track to exceed 1.5C warming in the next decade, study using #AI finds  theguardian.com/environment/20… 
#climatechange",Positive
1156,How Bitcoin mining saved Africa's oldest national park from bankruptcy cointelegraph.com/news/how-bitco… #Africa #BitcoinMining #Mining #Funding #Environment,Positive
1157,"Daily #Sustainability Tip #26:

Almost anything can be adjusted to be more #Sustainable. Don’t let that overwhelm you, but instead show that for every bad habit you don’t really want to change (&amp; that’s okay sometimes!) there are plenty of other ones that you can! #MakeTheChange",Positive
1158,#WhosNext?  Crop dusters?  This is how #AI powered #Robots cut pesticide use by 95%.  (World Economic Forum) #AgTech @wef #Automation #Robotics #Environment https://t.co/XVwIpVNaa1,Positive
1159,"I bet humankind has no idea what's coming , and how bad it will be 

 #ClimateChange https://t.co/TGAOoldcJu",Positive
1160,High levels of ‘forever chemical’ found in endangered orcas in #Canada | #Environment  theguardian.com/environment/20…,Neutral
1161,AI: World likely to hit key warming threshold in 10-12 years phys.org/news/2023-01-a… via @physorg_com #ClimateChange #Earth #Environment #GlobalWarming #AI #ML #ArtificialIntelligence #MachineLearning,Negative
1162,"@MikeHudema Now, that is actually cool and worthwhile.
#climate #renewables #Sustainability #tech #climate #energy https://t.co/TIY4Pqkwur",Neutral
1163,"Sustainable packaging plays a key role for a greener future. Are you prepared for a sustainable packaging production? 🌳 More details online: zcu.io/zpdF
.
.
#sustainability #packaging #print #printing #packagingprinting #packagingprint #Heidelberg #Heidelbergindia https://t.co/LtQrRbCt8R",Neutral
1164,Wind and solar were EU’s top electricity source in 2022 for first time ever dlvr.it/ShhbG1 #ClimateChange https://t.co/3JN4YsdmWp,Positive
1165,"AI: #World likely to hit 

key #warming threshold in 10-12 years 

apnews.com/article/scienc… #fintech #climatechange #AI #ArtificialIntelligence #MachineLearning @borenbears @AP https://t.co/B0hvKeX14Y",Positive
1166,"📣 South Australia's Industry #ClimateChange Conference for 2023 is fast approaching. Network with industry, business &amp; government reps from across SA on reducing #emissions &amp; creating pathways to a #netzero future.
📅 20-21 Apr 2023
📝 Register at fal.cn/3vuVX https://t.co/lBqU2WGfGx",Neutral
1167,"350 MILLION CLIMATE CHANGE FOOD INSECURE
Climate change driven terrible world food emergency 
13th January 2023, World Food Program - great work they do
wfp.org/stories/climat…
#foodsecurity #extremeweather #climatechange #globalwarming https://t.co/l4YvD1Xr2u",Positive
1168,"😪 Hinman Glacier, the largest between Mount Rainier and Glacier Peak, melts away. king5.com/article/tech/s…? #ClimateCrisis #environment",Neutral
1169,"Craving ramen in reusable takeout but don’t know where to go? 😢 FoodWare now has a map feature!🎉

#CircularEconomy #ReuseRevolution #Sustainability #choosetoreuse https://t.co/UB65zqpIDn",Neutral
1170,"The @weathernetwork is promising Atlantic Canada some cold weather soon.
Are they part of a #ClimateChange desensitization conspiracy?

It is winter after all.

If so, we are on to their click bait advertising!",Positive
1171,"Big C and DHL Supply Chain Thailand deploys electric trucks to reduce carbon emissions. Read on: media-outreach.com/news/thailand/…

#DHLSupplyChainThailand #Logistics #SupplyChain #Sustainability",Positive
1172,"Climate change can be a challenging subject to broach with students. Tomorrow, join us at a free virtual workshop to learn about some fantastic resources for engaging, &amp; empowering students around #ClimateChange &amp; #Sustainability
+ prizes &amp; discounts! 
takemeoutside.ca/resource-direc… https://t.co/xSgV0pg8Re",Negative
1173,"siemensindustry: A #DigitalTwin of your product and production can help you to become even more sustainable. 
#DigitalEnterprise #Sustainability 
sie.ag/3Rfxjyt #YoSoyJabali",Negative
1174,"Concerning new study finds the world will exceed 1.5°C and 2°C global average temperatures sooner than previously projected, even in a low-emissions scenario.
#ClimateChange
pnas.org/doi/10.1073/pn…",Negative
1175,"To support @BDRCS1 actions in last year flood- Sylhet region,@ifrc launched an Emergency Appeal. We managed to assit total 350000 people. 

NEEDs is there &amp; resources are critical. 
#Climatechange is happening.Monsoon is in door steps.

Preparedness is integral part of response. https://t.co/iOyVdxXpfu",Negative
1176,This is why the #climatechange and #Netzero policy makes no sense to me if CO2 is so damaging why not be all over building #Nuclear as a viable CO2 free electricity generation source,Neutral
1177,#Sustainability requires companies to make big changes today while keeping teams trained on the future. Effective #DigitalTransformation strategies must balance speed and scale to generate a competitive advantage worth changing the status quo! go.ey.com/3Y5O4y7 @EYnews,Negative
1178,"Earth is on track to exceed 1.5C warming in the next decade, study using AI finds.

Researchers found that exceeding the 2C increase has a 50% chance of happening by mid-century.

#auspol #ClimateChange theguardian.com/environment/20…",Negative
1179,"New Climate News: 

Photos Show Extreme Winter Weather Battering The U.S.

#climatecrisis #climateaction #esg #carbon #sustainability #netzero #climatescam #globalwarming #climatechange
blog.hava.solutions/2022/12/23/pho…",Positive
1180,"Within the week, NYC could set another record eclipsing the city's longest streak of consecutive days without measurable snow. The record stands at 332 days. @kirstyoxleyart @dquigster #climatechange #ChildrensBooks #science #education #reading #books #nyc #renewableenergy https://t.co/B88QlxplMR",Neutral
1181,@ayejayruiz @SteveYeagerNV Still Cold in March #climatechange,Negative
1182,"In a warming world, California’s trees keep dying (In a warming world, California’s trees keep dying) — High Country News – Know the West dlvr.it/ShhYgJ #ClimateChange https://t.co/QOWyPMo2zb",Neutral
1183,"sorry I haven't post anything, was busy with college and my job but today got some stuff done today, can't wait to fishing this. #maya #texturing #substancepainter #3dmodelling #3D #environment #machanic https://t.co/9bAVEXA4q2",Positive
1184,"#ClimateChange is bull shit facts, day 278:

""Artificial intelligence predicts climate change coming faster than we recently thought, new study says""

They literally hard coded ChatGPT to say ""climate change"" is real and it's banned from disagreeing. 😂 https://t.co/cfw3MT7wwp",Positive
1185,"Objectively speaking, driving a $98,000 car that produces more emissions than a conventional gas powered sedan is not the best way to showcase climate emissions reduction policy/environmental stewardship. #ClimateChange https://t.co/n4h2dVXpwd",Positive
1186,"@KinseyAndrew Yes, and companies like @GetSpectrum @ATT @Verizon could charge about 1/4 they're promoted rates if they'd stop sending glossy mailers full of #plastic &amp; expensive paper multiple x/week. And stop killing trees, poisoning the #environment. They'd have so many more customers!",Positive
1187,"A Tale of Two Industrial Policies: How America and Europe Can Turn Trade Tensions Into Climate Progress

bocvip.com/300423/a-tale-…

#Environment https://t.co/gHqCFi4Ara",Positive
1188,"The survey was conducted to assess the impact of garbage drifting to Uotsuri Island and other islands, as well as the damage to vegetation caused by goats. #Environment #Geopolitics #Japan #TheYomiuriShimbun

asianews.network/despite-china-… https://t.co/EJbVBd1VM7",Neutral
1189,".
“To measure the #ClimateAction of cities, let’s encourage citizen expertise
via @GlobeEcho

priorities : access to clean energy, walking &amp;cycling, creating open  &amp; connected green spaces, forests, wetlands &amp; agriculture in town

globeecho.com/news/europe/fr…

#ClimateChange",Neutral
1190,"Nature-Cide products are all-natural, so you can use any of our products around any family member without worrying about exposing them to harmful chemicals! #natural #allnatural #ecofriendly #insecticide #bugspray #environment #gogreen #environmentallyfriendly https://t.co/E2s6KngFsU",Neutral
1191,"Today's quote is from Martin Luther King Jr: ""For in the true nature of things, if we rightly consider, every green tree is far more glorious than if it were made of gold and silver."" 
#Sustainability #Livegreen #Sustainable #Sustainablelife #Earth #Nature
ow.ly/1Fvx50MpLAb https://t.co/DGCxXKAp7t",Neutral
1192,Honored to have received a 100% score from California Environmental Voters. We remain steadfast to our statewide #climate and #environment goals! https://t.co/W5aZK9ZSW7,Positive
1193,"ExxonMobil recently announced plans to build the world’s largest hydrogen production facility. This facility will use natural gas to produce up to 10,000 tons of hydrogen annually.

#cleanenergy #sustainability #netzeroaustralia tinyurl.com/27lwax6a https://t.co/oqRaQysUMK",Neutral
1194,"Alarming scientific reports are motivating many energy professionals around the world to transition to clean energy jobs.​

Read some of the stories of these ""climate quitters""  here: bloom.bg/3Rfaf2N

#sustainability https://t.co/e4feOgmUWz",Negative
1195,"The hopes and dreams of our children depend on this moment's choice. #Education #ClimateChange ...The Roots of #Resistance...A Best Selling novel that gives you hope, caring, vision and inspiration for change right noe. Both Kindle and print book. amzn.to/2DBXDuU https://t.co/PjZu1Q6ErX",Neutral
1196,"#Investigate the #state of #climate #change with #BUGSS eventbrite.com/e/the-current-…

 #STEM #AtmosphericScience #ClimateChange #EarthSciences #Ecology #Environment #BUGSSlab #science https://t.co/sWPJdSG5Yh",Neutral
1197,"Congrats to #SOFAR Finland distributor @scanofficegroup for winning Partner Excellency Award at All-new Brand Reveal! 
The team is recognized for their great work in actively developing local markets. Thank you for your longstanding trust and support!

#solar #PV #sustainability https://t.co/w0mOiJvEgu",Positive
1198,2019 another year of a million faces.  Keith does not seem as smitten as he once was.  Kind of like how Michael felt about Barack maybe.  #GlobalWarming #ClimateChange #StopTheShots https://t.co/n9J07AXhz7,Neutral
1199,"""Our governments can do better. LNG Canada’s investment decision must be predicated on policies to meet our climate goals, without public subsidies,"" awesome piece by @ProfKHarrison &amp; @KarenTamWoohoo ⬇️ #StopLNG #ClimateChange

theprovince.com/opinion/kathry…",Neutral
1200,Here’s a tip to save money with your thermostat during the winter! Turn down the temperature down a few degrees before you go to bed each night to save a few dollars. Fun fact: we sleep better in the cold as it helps regulate our temperature better! #Sustainability,Neutral
1201,"@tired_dad_78 @MichelleDHolman Globally, we are using an area the size of Sweden, just to produce #eggs - it is 100% unnecessary to kill #sentient beings for #animalAg - 73k domestic animals are killed per second globally; #animalAg is the leading cause of #climateChange &amp; species extinction https://t.co/aqqaJq4Xmq",Positive
1202,"#BreakingNews: Nuiqsut City &amp; Tribe oppose the Willow Project. Letter from the Native Village of Nuiqsut &amp; City of Nuiqsut: nativemovement.org/nm-blog/2023/1…

#npra #blm #conocophillips #nuiqsut #climatechange #tribalsovereignty #DOI #willow https://t.co/dpjNuURFMA",Positive
1203,"If everyone who believes this self aborts then the world would be a better place, but they don't believe what they preach. #ClimateEmergency #climatechange #globalhealth #environmentaljustice",Positive
1204,"Rt @wef 
How gardens can boost #biodiversity and help tackle climate change wef.ch/39oJunx #environment #SDIS21 https://t.co/ayianyXCOb",Neutral
1205,"Save on GREEN Hosting from HostGator! Use 25% OFF COUPON CODE: ""Get25OffHG"" bit.ly/kz2YZt #webhost #webhosting #climatechange",Positive
1206,"#auspol #environment #coal 
Anybody else get the feeling that the rush of coal mines and gas licenses approvals in this country are not about serving the market, but about increasing the payout from any potential compensation package for income loss through Govt climate policy?",Neutral
1207,"Q. What fits in your purse, always at hand, and shows your reflection, and is kind to the environment? 
A. A James&amp;Co compact mirror encased in eco-friendly cork. 
bit.ly/3Zrr0LP
#cork #compact #compactmirror #mirror #sustainable #beauty #purse #reflection #environment https://t.co/e9FV3ywFgr",Negative
1208,What is a Climate Refugee? #ClimateMatters #ClimateStrike #ClimateJustice #Environment [Video] dlvr.it/ShhWs7,Neutral
1209,"In Fiji, @USAID through the #USAIDClimateReady supported Fiji Development Bank with its Green Climate Fund Accreditation through the development of #GESI &amp; procurement policies to help achieve national adaptation &amp; mitigation outcomes 
#localization #partnership #climatechange",Neutral
1210,Building a better tomorrow 🌍💪 Join our new Earth Community and be part of the solution! Let's create a sustainable world together 🤝 #NewEarthCommunity #Sustainability #JoinTheSolution #BuildABetterTomorrow #🌍💪🤝 https://t.co/t0TPD2Fvei,Positive
1211,Don’t Just Cut Defense Spending. Convert the Defense Industry Into a Green Powerhouse. dlvr.it/ShhWhg #ClimateChange https://t.co/PNA5o8cvrD,Neutral
1212,Climate change is real and its consequences are dire. We must act now to reduce emissions and conserve natural resources to save our planet. #ActOnClimate #ClimateChange #ClimateAction,Neutral
1213,"Oh Holey Earlobe!  This is 2018 I believe, but 2017 was the worst year; it was like they were trying to figure out which face to use.  Then in 2018 they figured no one said anything in 2017 so what the hell; lets have some fun.  Switcharoo? #GlobalWarming #ClimateChange https://t.co/HOZq2EHhf8",Positive
1214,World likely to hit key warming threshold in 10-12 years WPXI #ClimateEmergency #ClimateCrisis #ClimateStrike #ClimateChange #ClimateJustice [Video] dlvr.it/ShhWHk,Positive
1215,"Faith-based groups in Ontario and Alberta are helping their communities deal with the ravages of climate change, writes @BeatriceEkoko #ClimateAction #ClimateChange #Hamilton #Ontario
 nationalobserver.com/2023/01/30/opi… https://t.co/c7CmrWwOWA",Positive
1216,'6 reasons 2023 could be a very good year for climate action': theconversation.com/6-reasons-2023… #ClimateAction #ClimateChange,Negative
1217,The #CarbonDioxide intensity is low. Lets take #ClimateAction now! (#ClimateChange),Neutral
1218,"6.1% of energy is created by biomass, 0.8% is coal along with 19% being gas, 15.5% is nuclear and 1.3% is hydro, 0% is solar with 48.4% being wind, 0% is other ways and 8.9% being imports (#ClimateChange)",Positive
1219,"Starting An Eco-Friendly, Clean Business in 2022 earnmoneydogood.com/starting-an-ec… #sustainability",Neutral
1220,"A #DigitalTwin of your product and production can help you to become even more sustainable. 
#DigitalEnterprise #Sustainability 
sie.ag/3Rfxjyt",Positive
1221,"The Magic 100mm is the best performance booster cooling modules on rooftop most efficiently

#alternativeenergy #innovation #design #solarpower #solarenergy #architecture #engineering #environment #solarpv #sustainability #design…lnkd.in/gzuTZwaW lnkd.in/gDGpnQgs",Negative
1222,"In 2022, MEANS prevented 2,165,310 lbs of carbon dioxide from polluting the atmosphere. 🌎 These CO2 emissions would have been generated if our food was landfilled instead of recovered. ♻️ 

#climatechange #environment #sustainability #climate #green #sustainableliving #recycle https://t.co/taAXH6RnPN",Neutral
1223,"Lithium-ion batteries perform more sluggishly in cold temperatures, cutting into an #ElectricCar’s range when temperatures drop close to freezing. But there’s a fix for electric cars with dwindling range in winter: the humble heat pump. #EVs #Environment

washingtonpost.com/climate-soluti… https://t.co/ll4zNQlMeM",Neutral
1224,Warmer winters in Maine brought by climate change could spell ... - NewsCenterMaine.com WCSH-WLBZ dlvr.it/ShhVXS #ClimateChange,Positive
1225,"China considers safeguarding solar tech supremacy with a potential export ban on solar wafer technology. China accounts for over 97% of the world's solar wafer production. #renewableenergy #solarpower #solarwafer #china #sustainability #sinovoltaics 

bloomberg.com/news/articles/…",Neutral
1226,"Is this the new and improved Nicole Kid""man""?  Look at the index and middle digits.  Dude hands.  #GlobalWarming #ClimateChange #StoptheShots https://t.co/juXfIb9WXA",Positive
1227,"3/5: Transhumanism also involves using technology to solve global problems such as hunger, making vegetarianism a step towards a sustainable future. #Sustainability #Technology",Positive
1228,"Earth is on track to exceed 1.5C warming in the next decade, study using #AI finds  theguardian.com/environment/20… 
#climatechange",Positive
1229,Look what arrived today! @marleysmonsters I love these un-paper towels #sustainability #reuse #recycle https://t.co/4f6KxnP1Ie,Neutral
1230,Every household in England ‘to be within 15 minutes of green space or water’…… not convinced this will happen under a government that puts profit first #environment  theguardian.com/environment/20…,Positive
1231,"We sat down with @bewellbykelly to discuss #regenerativeagriculture! Watch it here: youtu.be/m_tat7eXrPg

#fondbonebroth #bonebroth #wellness #health #farming #regenerative #soil #Sustainability https://t.co/9U9ThOOuSs",Positive
1232,"The Field Report: The Future of Organic Food Is Taking Shape at the USDA—and Beyond

bocvip.com/300408/the-fie…

#Environment https://t.co/KsIpX08jM7",Positive
1233,"Driving #ESG and #sustainability reporting &amp; performance management, @Envizi offers a comprehensive, modular sustainability software platform. The solution: stuf.in/baonq7",Neutral
1234,"2023 could see more tiny vehicles, significant transportation investments, experts say. #Transportation experts shared some of their trends to watch this year during an America Walks event. buff.ly/3HrJaGf  #infrastructure #sustainability",Neutral
1235,"Carbon footprint disclosures are becoming increasingly necessary as regulatory measures and market concerns push for transparent emissions accounting.

Read more from @MJHudsonCorp 👇 

converge.today/article/carbon…

#ClimateChange #CarbonFootprint #Sustainability",Neutral
1236,Addressing impact of climate change in the North East - Daily Trust dlvr.it/ShhTNg #ClimateChange,Neutral
1237,"A forest, big or small, or just a green patch in a garden is a wonderful place to “heal”.  It is also an excellent way to connect people to nature, a much needed activity today. 

#Reconciliation #forests #climatechange #indigenous #canada https://t.co/MrFQc5kOZx",Neutral
1238,"Canadian firm buys PS recycler 
ecoplasticsinpackaging.com/processes/recy…
#plastics #recycling #packaging  #sustainability #packagingdesign #bioplastics https://t.co/nSqG5KjhEf",Positive
1239,"Chemical recycler accuses government of underplaying waste issue 
ecoplasticsinpackaging.com/legislation-re…
#plastics #recycling #packaging  #sustainability #packagingdesign #bioplastics https://t.co/wbssd1mW03",Positive
1240,"An expert related to my #ENVIR491 research is Dr. Rachel Johnson @CAfishdiaries, associated with both @NOAA and @ucdavis, working on salmon ecology and life histories, informing management decisions in the face of #drought and #climatechange",Positive
1241,"Science shows dirty waterways may alter fish behavior. 🐟

#Ocean #Pollution #Fish #Plastic #FishBehavior #Environment  

undark.org/2023/01/16/dir… via @undarkmag https://t.co/pqDKeib57p",Negative
1242,It’s been an unusually mild winter…never too early to do a #beachcleanup #plasticpollution #oceanconservation #zerowaste #environment #plastic #saveouroceans #plasticfreeoceans #savetheplanet #plasticwaste #recycle #DataScience @CleanOcean @HMSJC https://t.co/b5KJDdomrI,Positive
1243,"Feddem reacts to compounding need 
ecoplasticsinpackaging.com/barriers-coati…
#plastics #recycling #packaging  #sustainability #packagingdesign #bioplastics https://t.co/swrTOToZpQ",Positive
1244,#IDleg Update from @IDconservation - It's like a high school dance &amp; #Idaho's  Legislature still refuses to talk about #ClimateChange. #IDpol #science  - idahoconservation.org/blog/icl-legis…,Positive
1245,"New Climate News: 

Findings suggest role of microRNAs in advanced brain development, including in humans -- ScienceDaily

#climatecrisis #climateaction #esg #carbon #sustainability #netzero #climatescam #globalwarming #climatechange
blog.hava.solutions/2022/12/18/fin…",Positive
1246,"Google's circular economy leader, Mike Werner, explains the internal strategic changes that put the company at the forefront of corporate sustainability.
#Sustainability #Livegreen #Sustainable #Greenliving #Podcast #Ecopodcast #Circulareconomy #Economy
ow.ly/VKKT50MpLzn https://t.co/6eMJedsqZJ",Positive
1247,"Grundon has invested in a robotic arm at its Bishop's Cleeve site. This arm uses AI to recognize plastic and sort it accordingly, making it highly efficient.

Read the article: bbc.com/news/uk-englan…

📷BBC

#aiforgood #recycling #sustainability #ml #ai #deeplearning #technology https://t.co/xrPaDLEyMl",Neutral
1248,"For all the Hooplah, Nuclear #Fusion won't Save us from #ClimateChange, and it is Dangerous juancole.com/2023/01/hoopla… via @jricole",Positive
1249,"Sustainability is a core feature of financing plans for construction projects in Los Angeles. Learn more at ow.ly/5fIz50MEUQY

#BuildSteel #SustainableConstruction #CFSteel #ConstructionProjects #Sustainability #BuildingConstruction https://t.co/oQt5c3EHSl",Neutral
1250,"We are happy to announce that Syed Nakibul H.
 in Bangladesh planted a tree and earned Forestcoin cryptocurrency!

Thank you for your contribution to a healthier planet!

#forestcoin #cryptocurrency #greeningtheworld #climateaction #environment https://t.co/KR9nDliiko",Negative
1251,"""Supply Chains are Going Green""

With ESG and Sustainability playing enormous roles in business development and change. Businesses want to be sure that their suppliers are a good fit for their vision and values.

#Sustainability #ValueNetwork #23Trends

buff.ly/3XPPblK https://t.co/q505OOYTPu",Neutral
1252,"#SmartCities: Invest in #sustainability initiatives that reduce your carbon footprint. Utilize #IoT and #AI to create smarter, more efficient cities. #SmartCity #UrbanDevelopment",Neutral
1253,"Want to make a positive impact on the environment? Start composting! Not only does it help to reduce greenhouse gas emissions, it also helps to nourish the soil and support healthy plant growth. #composting #sustainability",Neutral
1254,"How Bitcoin mining saved Africa's oldest national park from bankruptcy tinyurl.com/2bfwb4wd 
#Bitcoin #Adoption #Africa #Bitcoin #BitcoinMining #Environment #Funding #Mining",Positive
1255,"🍃 Green driving not only helps reduce the pollution generated by the business fleet: It improves driving style, reduces maintenance costs, increases fleet safety and more!

Click here to learn more 👉 bit.ly/3Hi4ixh

#Sustainability #SustainableFleet #FleetManagement https://t.co/U2KmBsiGZl",Neutral
1256,"When considering about voting in an election, this HAS to be the most important issue on which a party stands #climatechange  theguardian.com/environment/20…",Neutral
1257,"It's another warm winter day, climate change myabe still hoax. #climatechange #globalwarming. fuck the AI https://t.co/7LM9qrQafZ",Positive
1258,Great Q&amp;A between @afcom and fellow #DataCenter Institute member @mmonroe841 &gt; Industry Pro Explores Renewable Developments and the Future of Data Center Sustainability buff.ly/3kMUELv #Sustainability https://t.co/lJPjgBxbCR,Positive
1259,@sciam #ClimateChange is natural and you can't prevent it. What humans do is make it dirty and putrid. The electric cars especially the @tesla ones produce more carbon emissions and burn hotter therefore contribute more to a global warming than the exhaust.,Negative
1260,@DanReadsFinance It's about time ⏰.  Utility will rule #crypto in the emerging #web3 universe.  $HBAR #hedera #NFTs #Sustainability #supplychain #ArtificialIntelligence #BuiltonHedera #Metaverse #HBARbarians,Positive
1261,Tesla is gonna save the planet by using fossil fuel powered electricity. Surely an electric car can solve my performative concern. #FAA #Greenpeace #GlobalWarming #ClimateChange #Liberals https://t.co/QVXumaguA8,Positive
1262,How Bitcoin mining saved Africa’s oldest national park from bankruptcy jackofalltechs.com/2023/01/30/how… #Africa #BitcoinMining #environment #Funding,Positive
1263,"Yes, The Biden Administration Really Is As Bad As It Looks #biden #climatechange #kerry #obama @cliffordribner cliffordribner.com/?p=339563&wpwa…",Neutral
1264,Keep a close eye on medical technology and alternative energy sectors #EnergyPolicy #ClimateChange #CleanEnergy #SolarEnergy [Video] dlvr.it/ShhS0g,Negative
1265,"#elon_musk buying #Twitter when he could be saving the #environment is like fighting for #gun rights just to shoot up an #abortion clinic.

We need to be tolerable of each other's genuine struggles, but do not tolerate the lethal combination of hatred and cowardice. https://t.co/b8oUGQGQvD",Positive
1266,"Capitalism and human greed is killing us all and most of the rest of the planet's species by degrees. While the sea creeps towards your gate, old white rich men &amp; their political supporters simply don't care. theguardian.com/environment/20… #Environment #GlobalWarming",Positive
1267,".@ScaniaMX acquired 1,308 carbon credits to neutralize its greenhouse gas emissions.

#MexicoBusiness #MexicoBusinessNews #Sustainability

mexicobusiness.news/mobility/news/…",Neutral
1268,"Another Win for Renewables.

#svenvanzanten #solar #renewables #climatechange #sustainability #Environment #Energy #CleanEnergy #electricity #solarenergy #SolarPower #energietransitie #zonnepanelen #klimaat #Nederland",Neutral
1269,"Plant-Based Eating: All You Need to Know. A #PlantBased diet can provide 100% of necessary protein intake, it can aid weight loss, strengthen cardiac health &amp; it can reduce diabetes &amp; some cancers. EcoWatch.
#Sustainability #Animals #Vegan #ClimateCrisis
ecowatch.com/plant-based-ea…",Neutral
1270,"‘Absurd position’: Concerns grow over Hunter Valley coal mine expansion #Auspol #NSWpol #FossilFuels #ClimateChange #SafeguardOurClimate 

smh.com.au/environment/cl…",Positive
1271,"Activist shot by private security protecting illegal construction in Aguadilla, #PuertoRico (Reporting by @Vaquero2XL)

Full video on TikTok/Instagram/YouTube

🎥: Carlos Edill Berríos Polanco/Latino Rebels

#environment #protest https://t.co/wA1Y1DyQnx",Positive
1272,"#Labour has accepted £12,000 from the UK’s largest carbon emitter, major polluter #Drax. Why?

#ClimateChange #Environment @UKLabour
pmp-magazine.com/2023/01/30/lab…",Positive
1273,"Eurofer urges EU to ensure access to critical raw materials, including scrap
tinyurl.com/5ysf8f9f
#EU #Eurofer #WindEurope #scrap #export #waste #regulations #recycling #industry #decarbonisation #environment #CO2 #emissions #carbonneutral https://t.co/5U65mX9isU",Negative
1274,"Are you a creative self-starter who nails event strategy + planning? Want to use your skills to fight #climatechange? 📣 We're hiring an Events Coordinator:

⏱ Full-time
💰 $54,600–$85,400/yr; full benefits
📍 Honolulu, HI or San Francisco, CA

Apply: grnh.se/d4415b594us https://t.co/DzetZ96qTh",Positive
